pred_01.png; Acc 0.965332161474118; Dice 0.8122507262789896; clDice 0.8499702405639304; 0-dim Betti 1.1666666666666667
pred_02.png; Acc 0.9671778397381501; Dice 0.8430707703008172; clDice 0.8449493516202343; 0-dim Betti 1.1944444444444444
pred_03.png; Acc 0.9594102315432174; Dice 0.7802589049861359; clDice 0.765799668637718; 0-dim Betti 1.4722222222222223
pred_04.png; Acc 0.9686295308522245; Dice 0.8256908542848963; clDice 0.7910325663005806; 0-dim Betti 1.0277777777777777
pred_05.png; Acc 0.9653291308037338; Dice 0.801980198019802; clDice 0.7679345667998234; 0-dim Betti 1.1805555555555556
pred_06.png; Acc 0.9625651594132623; Dice 0.7888402625820569; clDice 0.7604476105420769; 0-dim Betti 1.0555555555555556
pred_07.png; Acc 0.9670323675597042; Dice 0.8104283573245966; clDice 0.7903719144931871; 0-dim Betti 1.0138888888888888
pred_08.png; Acc 0.9658170687356044; Dice 0.7959179980820381; clDice 0.7792989093539618; 0-dim Betti 1.4305555555555556
pred_09.png; Acc 0.969126560795248; Dice 0.7924789667746338; clDice 0.7834707983002326; 0-dim Betti 1.0138888888888888
pred_10.png; Acc 0.9679021699599951; Dice 0.8063200629080336; clDice 0.7825937165350504; 0-dim Betti 1.25
pred_11.png; Acc 0.9649351436537762; Dice 0.8069607581420182; clDice 0.773575650306633; 0-dim Betti 1.3333333333333333
pred_12.png; Acc 0.9690689780579465; Dice 0.8210541080758845; clDice 0.8375146416741125; 0-dim Betti 0.6944444444444444
pred_13.png; Acc 0.9647714874530247; Dice 0.81505759562146; clDice 0.7884174185725921; 0-dim Betti 1.2222222222222223
pred_14.png; Acc 0.9681052248757425; Dice 0.8131790101540864; clDice 0.8223680098256787; 0-dim Betti 1.5277777777777777
pred_15.png; Acc 0.9671778397381501; Dice 0.7908378075630577; clDice 0.8290270850053896; 0-dim Betti 1.3333333333333333
pred_16.png; Acc 0.9692780943144623; Dice 0.8294496693978498; clDice 0.8720640120877531; 0-dim Betti 1.375
pred_17.png; Acc 0.9675930415807976; Dice 0.8027740376634634; clDice 0.8312017949896772; 0-dim Betti 1.1666666666666667
pred_18.png; Acc 0.9682446357134198; Dice 0.8118310466202141; clDice 0.8716315045091215; 0-dim Betti 0.8333333333333334
pred_19.png; Acc 0.971487453024609; Dice 0.8390914688376547; clDice 0.8767208917241551; 0-dim Betti 1.25
pred_20.png; Acc 0.9680173354345981; Dice 0.8039241188383717; clDice 0.8628547749064683; 0-dim Betti 1.4722222222222223

Average:
accuracy: 0.9668500727360891
dice: 0.809569836122803
cldice: 0.8140622563374189
0betti: 1.2006944444444445
pred_01.png; Acc 0.966474724208995; Dice 0.8045859242509893; clDice 0.8302381465525671; 0-dim Betti 1.7083333333333333
pred_02.png; Acc 0.9689750272760335; Dice 0.8413974746301031; clDice 0.8339176015775568; 0-dim Betti 1.2222222222222223
pred_03.png; Acc 0.95788580433992; Dice 0.7585152231336021; clDice 0.7429546728678923; 0-dim Betti 1.5833333333333333
pred_04.png; Acc 0.9683961692326343; Dice 0.8145539906103286; clDice 0.7761109377905462; 0-dim Betti 1.2083333333333333
pred_05.png; Acc 0.9639713904715723; Dice 0.7818155122416768; clDice 0.7530913268062887; 0-dim Betti 1.2638888888888888
pred_06.png; Acc 0.9597648199781792; Dice 0.7583633650030942; clDice 0.7337847775246022; 0-dim Betti 1.4444444444444444
pred_07.png; Acc 0.9671232876712329; Dice 0.7996675900277008; clDice 0.7701465310883839; 0-dim Betti 1.1527777777777777
pred_08.png; Acc 0.9665747363316766; Dice 0.7838341075243527; clDice 0.7557781619937906; 0-dim Betti 1.375
pred_09.png; Acc 0.9657897927021457; Dice 0.749911378943637; clDice 0.7394622793053411; 0-dim Betti 1.3472222222222223
pred_10.png; Acc 0.968802279064129; Dice 0.8014963939989973; clDice 0.7606467003748769; 0-dim Betti 1.5416666666666667
pred_11.png; Acc 0.9674536307431204; Dice 0.8082629577389349; clDice 0.7629935700128827; 0-dim Betti 1.3472222222222223
pred_12.png; Acc 0.9690083646502606; Dice 0.806743016970934; clDice 0.8171658345337364; 0-dim Betti 1.1388888888888888
pred_13.png; Acc 0.9642077827615468; Dice 0.7969674047586301; clDice 0.7706590566340207; 0-dim Betti 1.5555555555555556
pred_14.png; Acc 0.9708843496181355; Dice 0.8162992141040595; clDice 0.8193693350319612; 0-dim Betti 1.5
pred_15.png; Acc 0.9699842405140017; Dice 0.7993923435284586; clDice 0.8256802433043108; 0-dim Betti 1.75
pred_16.png; Acc 0.9691447448175536; Dice 0.8140898051604185; clDice 0.8453285119274344; 0-dim Betti 1.8333333333333333
pred_17.png; Acc 0.9662625772820947; Dice 0.7760160965794769; clDice 0.785300510728111; 0-dim Betti 1.7083333333333333
pred_18.png; Acc 0.9712480300642502; Dice 0.8159900692437496; clDice 0.8483102246544395; 0-dim Betti 1.0972222222222223
pred_19.png; Acc 0.9750636440780701; Dice 0.851934497030772; clDice 0.8737167919360189; 0-dim Betti 1.3055555555555556
pred_20.png; Acc 0.9723148260395199; Dice 0.815822899655235; clDice 0.8545363984060494; 0-dim Betti 1.7361111111111112

Average:
accuracy: 0.9674665110922535
dice: 0.7997829632567576
cldice: 0.7949595806525406
0betti: 1.440972222222222
pred_01.png; Acc 0.966474724208995; Dice 0.8045859242509893; clDice 0.8302381465525671; 0-dim Betti 1.7083333333333333
pred_02.png; Acc 0.9689750272760335; Dice 0.8413974746301031; clDice 0.8339176015775568; 0-dim Betti 1.2222222222222223
pred_03.png; Acc 0.95788580433992; Dice 0.7585152231336021; clDice 0.7429546728678923; 0-dim Betti 1.5833333333333333
pred_04.png; Acc 0.9683961692326343; Dice 0.8145539906103286; clDice 0.7761109377905462; 0-dim Betti 1.2083333333333333
pred_05.png; Acc 0.9639713904715723; Dice 0.7818155122416768; clDice 0.7530913268062887; 0-dim Betti 1.2638888888888888
pred_06.png; Acc 0.9597648199781792; Dice 0.7583633650030942; clDice 0.7337847775246022; 0-dim Betti 1.4444444444444444
pred_07.png; Acc 0.9671232876712329; Dice 0.7996675900277008; clDice 0.7701465310883839; 0-dim Betti 1.1527777777777777
pred_08.png; Acc 0.9665747363316766; Dice 0.7838341075243527; clDice 0.7557781619937906; 0-dim Betti 1.375
pred_09.png; Acc 0.9657897927021457; Dice 0.749911378943637; clDice 0.7394622793053411; 0-dim Betti 1.3472222222222223
pred_10.png; Acc 0.968802279064129; Dice 0.8014963939989973; clDice 0.7606467003748769; 0-dim Betti 1.5416666666666667
pred_11.png; Acc 0.9674536307431204; Dice 0.8082629577389349; clDice 0.7629935700128827; 0-dim Betti 1.3472222222222223
pred_12.png; Acc 0.9690083646502606; Dice 0.806743016970934; clDice 0.8171658345337364; 0-dim Betti 1.1388888888888888
pred_13.png; Acc 0.9642077827615468; Dice 0.7969674047586301; clDice 0.7706590566340207; 0-dim Betti 1.5555555555555556
pred_14.png; Acc 0.9708843496181355; Dice 0.8162992141040595; clDice 0.8193693350319612; 0-dim Betti 1.5
pred_15.png; Acc 0.9699842405140017; Dice 0.7993923435284586; clDice 0.8256802433043108; 0-dim Betti 1.75
pred_16.png; Acc 0.9691447448175536; Dice 0.8140898051604185; clDice 0.8453285119274344; 0-dim Betti 1.8333333333333333
pred_17.png; Acc 0.9662625772820947; Dice 0.7760160965794769; clDice 0.785300510728111; 0-dim Betti 1.7083333333333333
pred_18.png; Acc 0.9712480300642502; Dice 0.8159900692437496; clDice 0.8483102246544395; 0-dim Betti 1.0972222222222223
pred_19.png; Acc 0.9750636440780701; Dice 0.851934497030772; clDice 0.8737167919360189; 0-dim Betti 1.3055555555555556
pred_20.png; Acc 0.9723148260395199; Dice 0.815822899655235; clDice 0.8545363984060494; 0-dim Betti 1.7361111111111112

Average:
accuracy: 0.9674665110922535
dice: 0.7997829632567576
cldice: 0.7949595806525406
0betti: 1.440972222222222
pred_01.png; Acc 0.9680931021942054; Dice 0.8214503765009158; clDice 0.855645474152624; 0-dim Betti 1.4166666666666667
pred_02.png; Acc 0.9686568068856831; Dice 0.8456556129301853; clDice 0.8497346597144617; 0-dim Betti 1.0277777777777777
pred_03.png; Acc 0.9601466844465996; Dice 0.7769976936643603; clDice 0.7560920783234306; 0-dim Betti 1.3055555555555556
pred_04.png; Acc 0.9693508304036853; Dice 0.8233629678794124; clDice 0.7850673641821135; 0-dim Betti 1.2638888888888888
pred_05.png; Acc 0.9651897199660565; Dice 0.794533290401059; clDice 0.7571143168260254; 0-dim Betti 1.1805555555555556
pred_06.png; Acc 0.9618741665656443; Dice 0.7790346378135319; clDice 0.7552639932704526; 0-dim Betti 1.3611111111111112
pred_07.png; Acc 0.9663747120863135; Dice 0.79966053339593; clDice 0.7801625489615266; 0-dim Betti 1.0555555555555556
pred_08.png; Acc 0.9657291792944599; Dice 0.7847161405779994; clDice 0.772342304242075; 0-dim Betti 1.3333333333333333
pred_09.png; Acc 0.9685780094556916; Dice 0.7819741767254069; clDice 0.7768257571696396; 0-dim Betti 1.3055555555555556
pred_10.png; Acc 0.9684113225845558; Dice 0.8036323216337912; clDice 0.7693177891065838; 0-dim Betti 1.4166666666666667
pred_11.png; Acc 0.9662262092374834; Dice 0.8078156796468113; clDice 0.7816524055892254; 0-dim Betti 1.375
pred_12.png; Acc 0.969399321129834; Dice 0.8178718952362055; clDice 0.8343454300093763; 0-dim Betti 1.1944444444444444
pred_13.png; Acc 0.964629045944963; Dice 0.8062486511612464; clDice 0.7835692025816314; 0-dim Betti 1.7222222222222223
pred_14.png; Acc 0.9690720087283307; Dice 0.8130986611966814; clDice 0.8251427647667111; 0-dim Betti 1.5277777777777777
pred_15.png; Acc 0.9679900594011396; Dice 0.7878434838502331; clDice 0.813668331388158; 0-dim Betti 1.5
pred_16.png; Acc 0.9708934416292884; Dice 0.8338753200027675; clDice 0.8718231356843508; 0-dim Betti 1.2777777777777777
pred_17.png; Acc 0.9685567947630016; Dice 0.8008904753679927; clDice 0.8212945494882314; 0-dim Betti 1.3055555555555556
pred_18.png; Acc 0.9708297975512183; Dice 0.8211797491871807; clDice 0.8726710876322424; 0-dim Betti 0.9444444444444444
pred_19.png; Acc 0.9738907746393503; Dice 0.8482660232136252; clDice 0.8767867877185946; 0-dim Betti 1.3055555555555556
pred_20.png; Acc 0.9713631955388532; Dice 0.8167768707219174; clDice 0.8626923291354875; 0-dim Betti 1.6388888888888888

Average:
accuracy: 0.967762759122318
dice: 0.8082442280553627
cldice: 0.8100606154971471
0betti: 1.3229166666666665
pred_01.png; Acc 0.9680567341495939; Dice 0.8266162197729889; clDice 0.864167793231446; 0-dim Betti 1.4444444444444444
pred_02.png; Acc 0.9683870772214814; Dice 0.846911369740376; clDice 0.8494175298007708; 0-dim Betti 1.25
pred_03.png; Acc 0.9615044247787611; Dice 0.7878261450572946; clDice 0.7637424955304718; 0-dim Betti 1.2638888888888888
pred_04.png; Acc 0.9693962904594496; Dice 0.8272487768159579; clDice 0.7898379649813012; 0-dim Betti 1.1666666666666667
pred_05.png; Acc 0.9659928476178931; Dice 0.8037085629318639; clDice 0.771310559693069; 0-dim Betti 1.0972222222222223
pred_06.png; Acc 0.9628257970663111; Dice 0.7872997156135119; clDice 0.760721935548028; 0-dim Betti 1.5972222222222223
pred_07.png; Acc 0.9672930052127531; Dice 0.808530267546661; clDice 0.7889397736550474; 0-dim Betti 0.9583333333333334
pred_08.png; Acc 0.9665141229239907; Dice 0.7934882156140777; clDice 0.7777201105331571; 0-dim Betti 1.3888888888888888
pred_09.png; Acc 0.9689780579464178; Dice 0.7869009451638422; clDice 0.7813446639550425; 0-dim Betti 1.2777777777777777
pred_10.png; Acc 0.9685022426960844; Dice 0.8090329456296051; clDice 0.7755829263141001; 0-dim Betti 1.4583333333333333
pred_11.png; Acc 0.9661898411928719; Dice 0.8119352663519892; clDice 0.7850686015786331; 0-dim Betti 1.3333333333333333
pred_12.png; Acc 0.9695023639228998; Dice 0.821181697023545; clDice 0.8377629067511577; 0-dim Betti 1.0555555555555556
pred_13.png; Acc 0.9655170323675597; Dice 0.8157766911693274; clDice 0.7992137075555252; 0-dim Betti 1.6111111111111112
pred_14.png; Acc 0.9687265123045218; Dice 0.8152934648361286; clDice 0.831895963781349; 0-dim Betti 1.5277777777777777
pred_15.png; Acc 0.9694963025821312; Dice 0.7990737228754516; clDice 0.8269445644928458; 0-dim Betti 1.5694444444444444
pred_16.png; Acc 0.9707085707358468; Dice 0.8362724670088597; clDice 0.8790259779444032; 0-dim Betti 1.4861111111111112
pred_17.png; Acc 0.9683870772214814; Dice 0.8024768505368403; clDice 0.8191701702102073; 0-dim Betti 1.5
pred_18.png; Acc 0.9696811734755728; Dice 0.8170713867758923; clDice 0.8711696466339536; 0-dim Betti 1.0555555555555556
pred_19.png; Acc 0.9730906776578979; Dice 0.8479753445766629; clDice 0.8851632434566605; 0-dim Betti 1.1111111111111112
pred_20.png; Acc 0.9689932112983392; Dice 0.8073657057859953; clDice 0.8555349711899131; 0-dim Betti 1.8055555555555556

Average:
accuracy: 0.9678871681415929
dice: 0.8125992880413435
cldice: 0.8156867753418542
0betti: 1.3479166666666669
pred_01.png; Acc 0.9673020972239059; Dice 0.820670511776341; clDice 0.8583486924341326; 0-dim Betti 1.2083333333333333
pred_02.png; Acc 0.9670505515820099; Dice 0.8420272587254076; clDice 0.845575620745295; 0-dim Betti 1.0416666666666667
pred_03.png; Acc 0.9595920717662747; Dice 0.781401144393619; clDice 0.7660614013617175; 0-dim Betti 1.4166666666666667
pred_04.png; Acc 0.9688174324160505; Dice 0.824769657850367; clDice 0.7841784857838972; 0-dim Betti 0.9027777777777778
pred_05.png; Acc 0.9651442599102922; Dice 0.7987400472482282; clDice 0.7682118017972369; 0-dim Betti 1.1527777777777777
pred_06.png; Acc 0.9620954055036974; Dice 0.7847739670630345; clDice 0.7534938090954688; 0-dim Betti 1.0277777777777777
pred_07.png; Acc 0.966453509516305; Dice 0.8062115933402195; clDice 0.7873064028738698; 0-dim Betti 0.9444444444444444
pred_08.png; Acc 0.9662837919747849; Dice 0.7970742206738048; clDice 0.775677413213288; 0-dim Betti 0.9583333333333334
pred_09.png; Acc 0.9684658746514729; Dice 0.7870838363788905; clDice 0.781935885185515; 0-dim Betti 0.9583333333333334
pred_10.png; Acc 0.9675081828100376; Dice 0.8030133210840606; clDice 0.7728136117529769; 0-dim Betti 1.0555555555555556
pred_11.png; Acc 0.9645684325372772; Dice 0.8036083253540292; clDice 0.7793913425082695; 0-dim Betti 1.1666666666666667
pred_12.png; Acc 0.9686749909079888; Dice 0.8180986237724824; clDice 0.836493990448933; 0-dim Betti 0.6805555555555556
pred_13.png; Acc 0.9636592314219905; Dice 0.8055713197023009; clDice 0.7805125162980224; 0-dim Betti 1.0972222222222223
pred_14.png; Acc 0.9681506849315068; Dice 0.8135148084396572; clDice 0.8313011047025718; 0-dim Betti 1.1666666666666667
pred_15.png; Acc 0.9675960722511819; Dice 0.7907304470367181; clDice 0.8259129863710319; 0-dim Betti 1.25
pred_16.png; Acc 0.9697084495090313; Dice 0.8299736327294378; clDice 0.8671731008951862; 0-dim Betti 1.2083333333333333
pred_17.png; Acc 0.9672930052127531; Dice 0.7984084880636605; clDice 0.8224777050203763; 0-dim Betti 1.2083333333333333
pred_18.png; Acc 0.9684870893441629; Dice 0.8121748554913295; clDice 0.8681295315619274; 0-dim Betti 0.9444444444444444
pred_19.png; Acc 0.970963147048127; Dice 0.8351939451277199; clDice 0.8672838452322807; 0-dim Betti 1.0
pred_20.png; Acc 0.9685992241483816; Dice 0.8056571567910266; clDice 0.8591919273070534; 0-dim Betti 1.5694444444444444

Average:
accuracy: 0.9668206752333616
dice: 0.8079348580521168
cldice: 0.8115735587294524
0betti: 1.0979166666666667
